,title,startYear,runtimeMinutes,genres,actor_or_actress,director,producer,averageRating,numVotes,adult,backdrop_path,original_language,overview,poster_path,production_countries,release_date,production_companies_name
2484,The Other Dream Team,2012,89.0,"Documentary,Sport","Chris Mullin (1963, \N)","Marius A. Markevicius (1976, \N)",,8.3,3717,False,,lt,"The incredible story of the 1992 Lithuanian basketball team, whose athletes struggled under Soviet rule, became symbols of Lithuania's independence movement, and – with help from the Grateful Dead – triumphed at the Barcelona Olympics.",/ngO7nruFL9bUn6ezxik7ynC8Af0.jpg,"['LT', 'US']",2012-09-28,"['The Basketball Future Foundation', 'Sorrento Productions', 'Berliner 76 Entertainment']"
2485,Vinnaithaandi Varuvaayaa,2010,157.0,"Drama,Romance",,"Gautham Vasudev Menon (1973, \N)","Jayaraman (\N, \N), P. Madan (\N, \N)",8.1,7283,False,/hGBleDZsJGo0epp50ekddIz9cvN.jpg,ta,"A young, aspiring filmmaker falls in love with a girl who moves into the house above his, but her sophisticated nature does more harm than good to him.",/icWUNL2GxDgWmI5PQN2RYA2CEbv.jpg,['IN'],2010-02-26,"['Escape Artists Motion Pictures', 'R S Infotainment']"
2486,Tony Hawk: Jusqu'à en Perdre les Roues,2022,135.0,"Biography,Documentary,Sport",,"Sam Jones (\N, \N)",,8.0,5036,False,/bbosLXMWiM6FBvByi5rZ3SvSA5y.jpg,en,"A wide-ranging, definitive look at Hawk’s life and iconic career, and his relationship with the sport with which he’s been synonymous for decades, featuring unprecedented access, never-before-seen footage, and interviews with Hawk and prominent figures in the sport including Stacy Peralta, Rodney Mullen, Mike McGill, Lance Mountain, Steve Caballero, Neil Blender, Andy MacDonald, Duane Peters, Sean Mortimer, and Christian Hosoi.",/namFh1FM7BkCkiljALtgMXOoANI.jpg,['US'],2022-03-12,"['Duplass Brothers Productions', 'Beware Doll Films']"
2487,Leader,2010,167.0,Drama,"Richa Langella (1986, \N)","Sekhar Kammula (1972, \N)",,8.0,5854,False,/l8NDCwm1wUyo9DCBZlfMQy8NomO.jpg,te,"Upon the death of his father, Arjun Prasad campaigns to become the CM of Andhra. He hopes to eradicate corruption from Indian Politics.",/kh4YPMvpyore0jFPyQ2eV5JSihv.jpg,['IN'],2010-02-19,['AVM Productions']
2488,Jasper,2022,139.0,Drama,"Lavanya (\N, \N), Raj Kalesh (\N, \N)","Yuvaraj D. (\N, \N)","Manikandan C. (\N, \N)",9.1,135,False,/b1o717VWgVOkBE0pb0sKbeWiev2.jpg,ta,"Mr.J is an elderly, arrogant, and drunkard man who lives alone. Harish, a young bank manager, and his wife and children, join his life as neighbours. Harish is kidnapped by Vincent's team, and his wife approaches Jasper for rescue her husband. Mr.J embarks on a journey with Harish's little boy in order to save Harish from his old rival, Pastor Edward. He enlists the assistance of his old buddies on his travels. They're talking about his past, including his relationships with Seema, Harish, and Edward. Shankar Sharma, an investigating police officer, is looking into the background of Mr.J and his team, Pastor Edward, and the real purpose for the kidnapping. The thrilling adventure will give the answers to the following questions: did Mr.J save Harish? What is Mr.J's relationship with Harish and his family? Has Shankar Sharma successfully completed the case?",/jkFLDwMR6l5nqlcbA8ZnhGj1peM.jpg,[],,[]
2489,48,2010,93.0,Documentary,,"Susana de Sousa Dias (1962, \N)",,7.8,127,False,,pt,"Based on photographs taken on the arrest of political prisoners during the Portuguese dictatorship (1926-1974), this documentary aims to convey the mechanisms by which a dictatorial regime sought to sustain its existence throughout 48 years.",/7hwhI6NQ28Pewo7hTqAOhDfR60E.jpg,['PT'],2010-12-01,['Kintop']
2490,Racing Extinction,2015,90.0,"Adventure,Documentary,News",,"Louie Psihoyos (1957, \N)",,8.2,8347,False,/9MTbSRF0NYPxNSXdnrAbzZpvA2p.jpg,en,An unlikely team of activists and innovators hatches a bold mission to save endangered species.,/8go3YMk4SXImzIH7uqSAg2qbDXg.jpg,['US'],2015-01-24,"['Oceanic Preservation Society', 'Insurgent Docs', 'Vulcan Productions', 'Okeanos Foundation for the Sea', 'Li Ka Shing Foundation', 'Earth Day Texas', ""JP's Peace, Love & Happiness Foundation""]"
2491,Paan Singh Tomar,2012,135.0,"Action,Biography,Crime","Navneet Gairola (\N, \N), Rajesh Abhay (\N, \N), Jhakkad Guru (\N, \N), Mahesh Ginnilaal (\N, \N), Hemendra Dandotiya (\N, \N)","Tigmanshu Dhulia (1967, \N)",,8.2,39040,False,/5d0bSvsQaHm7lOMcEnbSLzjYirn.jpg,hi,Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.,/ii2KMVvGmcmJrqwYcT5nKn92bD5.jpg,['IN'],2012-03-02,"['UTV Motion Pictures', 'UTV Spotboy Motion Pictures']"
2492,To Shoot an Elephant,2009,112.0,Documentary,,"Alberto Arce (\N, \N), Mohammad Rujailah (\N, \N)",,7.8,104,False,/nGpkCxrv1pV0e8bRwqEXeoRmdZT.jpg,en,"""To shoot an elephant"" is an eye witness account from The Gaza Strip. December 27th, 2008, Operation Cast Lead. 21 days shooting elephants. Urgent, insomniac, dirty, shuddering images from the only foreigners who decided and managed to stay embedded inside Gaza strip ambulances, with Palestinian civilians.",/uZ62UWfjk0dPQyx76YLYe44Ad97.jpg,[],2009-11-20,[]
2493,Ayodhi,2023,121.0,"Action,Drama,Thriller","Sairamani (\N, \N)","Manthira Moorthy (\N, \N)",,8.2,3916,False,/3HRRCk0YSD2dgYJvuff8crY7zBb.jpg,ta,"A four member family from Ayodhya, headed by conservative, religious patriarch, Balram, his wife Janaki, daughter Shivani and son Sonu goes on a spiritual trip to Rameswaram. Things get complicated when Janki dies in an accident and the two kids endures at the hands of their fervently devout father. A Rameswaram localite, friend of the cab driver involved, with his other friend decides to help the family in returning their mother's remains to their homeland, despite all odds.",/em8sXeAUjNyWHEK2eG5rpYdoQfn.jpg,['IN'],2023-03-03,['Trident Arts']
2494,Bill Cunningham New York,2010,84.0,"Biography,Documentary,History",,"Richard Press (\N, \N)","Philip Gefter (\N, \N)",7.9,5742,False,/4HF5VEbnPlc4AdqDxebQmwYsbBE.jpg,en,"Doubling as a cartography of the ever-changing city, Bill Cunningham New York portrays the secluded pioneer of street fashion with grace and heart.",/hZA96GQdR2h5t6mDWbohsluLNJv.jpg,"['US', 'FR']",2011-03-16,"['First Thought Films', 'The New York Times']"
2495,Monpura,2009,136.0,"Crime,Drama,Musical","Fardin Kamal (\N, \N), Nawar Hussain (\N, \N), Md Mahedi Hasan (\N, \N)","Md. Hafizur Rahman (\N, \N), Giasuddin Selim (\N, \N)","Giasuddin Selim (\N, \N)",8.7,9617,False,/m7VLZBkj2FK9SZK0kqlYmi6fRUI.jpg,bn,"A heartbreaking tale of a poor yet honest young man as lies, conspiracies and a horrible betrayal by his rich and influential employer leads his life towards uncertainty.",/b4brqc4JBjXYy8thlKAoP5jFVH0.jpg,['BD'],2009-02-13,"['Masranga Productions', 'XVIII Entertainment']"
2496,Gobeklitepe: The World's First Temple,2010,80.0,"Documentary,History","Stephen Leyland (\N, \N)","Ahmet Turgut Yazman (1970, \N)","Ahmet Turgut Yazman (1970, \N)",7.8,202,False,,en,"While challenging common beliefs on the history of civilization, the film takes the audience back to 12 thousand years ago, to Gobeklitepe, an ancient site recently found in SanliUrfa, Turkiye. With its brilliant graphics and interviews with experts, the film shows how old taboos come tumbling down as we keep scratching the surface.",/iDyg28R7UlPb8w3EXabeMzDnrqD.jpg,[],2010-08-21,[]
2497,Ngeri-Ngeri Sedap,2022,114.0,"Comedy,Drama","Rita Matu Mona (\N, \N), Paulus Simangunsong (\N, \N), Ghita Bhebhita (\N, \N)","Bene Dion Rajagukguk (\N, \N)","Dipa Andika Nurprasetyo (\N, \N)",8.0,2549,False,/7TSUdHm1XMkUCccaLuhgI2CL3pg.jpg,id,A married couple stages their divorce in order to encourage their estranged adult children to return to their hometown.,/pFqjuNiSBSSwqyiDBNDeFfA9PaU.jpg,['ID'],2022-06-02,"['Imajinari', 'Visionari']"
2498,Färyad,1993,78.0,"Drama,War","Nazir Aliyev (\N, \N), Rahib Aliyev (1945, 2024), Liana Qudadze (\N, \N), G. Abdullayeva (\N, \N), Yekaterina Arcaiya (\N, \N)","Ceyhun Mirzäyev (1946, 1993)","Nazim Abdullayev (\N, \N)",8.9,1026,False,,az,"Shot during the Nagorno-Karabakh War, ""Fəryad"" is only one of its kind. Following the Khojaly Massacre, Ismayil, an officer tasked with collecting the bodies, crosses enemy lines to avenge the brutal murder of a local schoolgirl. There he gets captured by Armenians and waits for the day to be exchanged for an enemy POW.",/3tqwEss21HCksRJLTw1eFlwqt2h.jpg,['AZ'],1993-01-01,['Azerbaijanfilm']
2499,Save Christmas,2022,90.0,"Comedy,Family,Fantasy","Charlotte Gentile (\N, \N)","Kristoph Tassin (\N, \N)",,7.9,279,False,/5sOj8RlLmVJdpPuaHqHAmUWDZLQ.jpg,en,Grumpy Dad dislikes Christmas while mum and kids strive to save Santa from animated villain's captivity through solving 8 digital riddles.,/eTgxKnNZQGvcHTfccjl3FxvMbBM.jpg,['IT'],2022-12-01,"['RS Productions', 'Iervolino & Lady Bacardi Entertainment']"
2500,Feathered Cocaine,2010,80.0,Documentary,,"Örn Marino Arnarson (\N, \N), Thorkell S. Hardarson (\N, \N)",,7.9,107,False,/8Z3zIshubtPxoIIESwMuiITLK50.jpg,is,"FEATHERED COCAINE is not a wildlife documentary. It is a documentary about the international trade of falcons. After the trade of drugs, people and weapons, smuggling falcons is ranked No 4 in the list of the most profitable illegal trades. Most people are not aware that the effects of the falcon trade has exerted huge influence over thousands of years on politics, economy and society all around the world. FEATHERED COCAINE reveals in an investigative way the contexts between the trade of falcons and historical events, where royal dynasties, institutions like the CIA and the KGB, the oil industry and Al Queda were involved.  This documentary was filmed and released shortly before the 'supposed' execution of Osama bin Laden, who CIA Operative Alan Parrot & his Team had met with 6 times between 2004 & 2010. As of October 11th, 2020.",/5SmMHTwaopYIDSqU6e3BCC1NETl.jpg,['IS'],2010-11-12,['Markell Productions']
2501,Un jour sans lendemain,2014,113.0,"Action,Adventure,Sci-Fi",,"Doug Liman (1965, \N)",,7.9,772263,False,/4V1yIoAKPMRQwGBaSses8Bp2nsi.jpg,en,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",/dULtPHV0A6Hfwr4hVfcAFoTsIFo.jpg,['US'],2014-05-27,"['RatPac Entertainment', 'Village Roadshow Pictures', 'VIZ Media', '3 Arts Entertainment', 'Warner Bros. Pictures']"
2502,"Montevideo, Bog te video!",2010,140.0,"Adventure,Comedy,Drama",,"Dragan Bjelogrlic (1963, \N)",,8.1,13415,False,/jbUTtapd0bQcdf6xz7fGJK14rC8.jpg,sr,"A story about one team that decides to follow a dream that takes them on a journey to the First World Football Championship in Montevideo, Uruguay in 1930. A dream that allows them to become true stars and living legends.",/nGMU4uCQP8laRFgmEY0atFUx5h5.jpg,['RS'],2010-12-19,['Intermedia Network']
2503,Jihad Rehab,2022,108.0,Documentary,,"Meg Smaker (\N, \N)","Meg Smaker (\N, \N)",7.8,244,False,/pYgDknJM9NUUo2T8VnFWuobJi6I.jpg,en,"America has been fighting the war on terrorism for two decades, and there are more terrorists today, not fewer. The day after 9/11, experts estimated there were around 400 members of al-Qaida. Today, those same experts put that number at over 100,000, including affiliate groups. The question we must now ask ourselves is not only how to prevent more men from joining these groups, but can we deradicalize those who already have?",/3ulxaDe8EYEpumUn0dQwNm5xNyp.jpg,['US'],2022-01-22,['Foothill Productions']
2504,Tantura,2022,94.0,"Documentary,History",,"Alon Schwarz (\N, \N)","Alon Schwarz (\N, \N)",8.5,2257,False,/q2FPWVvhb5PxwA9KO4clLWOIXpG.jpg,he,"The tape-recorded words “erase it” take on new weight in the context of history and war. When the state of Israel was established in 1948, war broke out and hundreds of Palestinian villages were depopulated in its aftermath. Israelis know this as the War of Independence. Palestinians call it “Nakba” (the Catastrophe). In the late 1990s, graduate student Teddy Katz conducted research into a large-scale massacre that had allegedly occurred in the village of Tantura in 1948. His work later came under attack and his reputation was ruined, but 140 hours of audio testimonies remain.",/eBcpqSgjSX80BGjSuvnrWslVjh0.jpg,"['IL', 'PS']",2022-01-20,"['Reel Peak Films', 'TIME Studios', 'Chicago Media Project']"
2505,Udaan,2010,134.0,Drama,"Jayanta Das (1947, \N), Varun Khettry (\N, \N), Raja Hudda (\N, \N), Khushkeran Singh Sandhu (\N, \N), Akantuk Sharma (\N, \N)","Vikramaditya Motwane (1976, \N)","Sanjay Singh (\N, \N)",8.1,48533,False,/6TypvYP7JZBodeUwmCtPEp0ehJT.jpg,hi,"Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.",/8dQmrGk0WRPiCwiiGdIxnY5s8Pc.jpg,['IN'],2010-06-17,"['UTV Spotboy Motion Pictures', 'Anurag Kashyap Films', 'Sanjay Singh Films']"
2506,Bruce Springsteen and the E Street Band: London Calling - Live in Hyde Park,2010,163.0,"Documentary,Music",,"Chris Hilson (\N, \N)",,9.0,340,False,/kBljuBuLzHECPHJCO2epOcceNO8.jpg,en,"Bruce Springsteen & The E Street Band's London Calling: Live In Hyde Park concert film is of the Boss and his band's performance at London's Hard Rock Calling Festival on June 28, 2009 in HD. The film documents 27 tracks of live Springsteen that begin in daylight and progress through a gorgeous sunset into night. The set list spans from the Born To Run era to Working On a Dream and includes rare covers such as The Clash's ""London Calling"", Jimmy Cliff's ""Trapped"", The Young Rascals' ""Good Lovin'"", and Eddie Floyd's ""Raise Your Hand"". Springsteen also performs fan favorite ""Hard Times (Come Again No More)"". Brian Fallon from The Gaslight Anthem joins the band as a guest vocalist on Springsteen's own ""No Surrender"".",/cUQ6h9IcXpniPFsrmgHE0KPZyUV.jpg,['GB'],2009-06-28,['Thrill Hill Productions']
2507,National Theatre Live: The Habit of Art,2010,180.0,"Comedy,Drama",,"Nicholas Hytner (1956, \N), Robin Lough (\N, \N)",,8.3,108,False,/sr2QGeQi3HbL4sAxYvKKlzbnAHP.jpg,en,"National Theatre Live’s 2010 broadcast of Alan Bennett’s acclaimed play The Habit of Art, with Richard Griffiths, Alex Jennings and Frances de la Tour, returns to cinemas as part of the National Theatre's 50th anniversary celebrations.  Benjamin Britten, sailing uncomfortably close to the wind with his new opera, Death in Venice, seeks advice from his former collaborator and friend, W H Auden. During this imagined meeting, their first for twenty-five years, they are observed and interrupted by, amongst others, their future biographer and a young man from the local bus station.  Alan Bennett’s play is as much about the theatre as it is about poetry or music. It looks at the unsettling desires of two difficult men, and at the ethics of biography. It reflects on growing old, on creativity and inspiration, and on persisting when all passion’s spent: ultimately, on the habit of art.",/2mjUn7DRwRE5EVccHFNhyZVZ8F6.jpg,['GB'],2010-04-22,[]
2508,Okariki Okaru,2003,,Romance,,"Rasool Ellore (\N, \N)",,8.0,104,False,,te,"Swapna is a NRI who has come to India for a visit along with her grandfather. Kameshwar rao is on a pilgrimage to Kaasi on the request of his grandmother as he had completed graduation successfully. Kamesh sees Swapna at a railway station and falls in love with her at the first sight.  Swapna along with her grandfather leave for their relative's place in a hurry without giving a chance for Swapna to inform Rahul, but somehow Swapna places a note in Rahul's wallet before leaving.  Her father comes in between for the engagement and stops it as the relatives had actually cheated them on business due to which Swapna's uncle succumbs to a cardiac arrest. After one year Kamesh is in hunt for his love, so he decides to go to the USA. The story unfolds in such a way that he goes to the US and is working under Deepak, who is Swapna's cousin. The climax anyway sees Kamesh meeting his love and winning it. And so the film ends with a happy note.",,['IN'],2003-10-09,['Anandi Art Creations']
2509,Inside Job,2010,109.0,"Crime,Documentary",,"Charles Ferguson (1955, \N)",,8.2,81251,False,/1yFmxvVYgVrFKL2ksFzgX0MrWOM.jpg,en,"A film that exposes the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, Inside Job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.",/8fy2LWdZhfoM4xZ9QbHkjSpGjPX.jpg,['US'],2010-10-08,['Sony Pictures']
2510,The Art of Flight,2011,80.0,"Adventure,Documentary,Sport",,"Curt Morgan (\N, \N)",,8.2,8134,False,/29pZOJSY5KXwDOeQxHkR4dQXIyB.jpg,en,"Iconic snowboarder Travis Rice and friends redefine what is possible in the mountains. Experience the highs, as new tricks are landed and new zones opened, alongside the lows, where avalanches, accidents, and wrong-turns strike.",/q5k4edlPT6TeBnYzicIQSbprQIC.jpg,['US'],2011-09-08,"['Red Bull Media House', 'Brain Farm Digital Cinema']"
